
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-01290,VWO-1812,Verify Personalization preview impersonates audience (en-US),Personalization,P3,Trivial,gdpr|i18n|sanity|smoke,Personalize Draft,1. Click Preview || 2. Impersonate audience VIP,Preview shows VIP variant,Functional,anika.bose,VWO-25.S30,Active
TC-01291,VWO-1184,Verify attaching existing revenue goal to new campaign (en-GB),Goals,P2,Minor,accessibility|integration|regression,Goal exists,1. Open new campaign goals || 2. Pick existing || 3. Save,Goal linked to both campaigns,Functional,sara.patel,VWO-25.S08,Draft
TC-01292,VWO-4197,Verify deleting Forms tracker stops collection (fr-FR),Forms,P1,Major,e2e|regression,Forms tracker exists,1. Delete || 2. Confirm,Tracker removed | No new data captured,Functional,promode.dutta,VWO-25.S16,Active
TC-01293,VWO-1833,Verify survey supports up to 20 questions (de-DE),Surveys,P2,Critical,chrome|gdpr|performance|regression,User on /surveys/new,1. Add 20 questions || 2. Save,Saved with 20 questions | 21st rejected,Boundary,ishaan.mehta,VWO-25.S44,Draft
TC-01294,VWO-5015,Verify scheduling A/B test for future start activates on time (ja-JP),AB Testing,P2,Major,edge|performance|regression|security,User has Editor role,1. Create A/B test || 2. Set Schedule > Start at +1h || 3. Save & Schedule,Status = Scheduled until start | Auto-launches at scheduled time,Functional,anika.bose,VWO-25.S10,Active
TC-01295,VWO-3889,Verify enabling TOTP 2FA on account (hi-IN),Auth,P2,Major,edge|mobile|regression|security,Logged in,1. Open security settings || 2. Scan QR || 3. Enter code,2FA enabled badge shown,Security,arjun.kapoor,VWO-25.S15,Draft
TC-01296,VWO-2723,Verify Custom JS panel runs after page load (pt-BR),Editor,P3,Trivial,api|firefox|mobile|regression,Editor loaded,"1. Add 'console.log(""hi"")' || 2. Save",Console prints 'hi' on preview,Functional,dev.ranganathan,VWO-25.S25,Active
TC-01297,VWO-3262,Verify comparing two segments on the same funnel (Chrome),Funnels,P1,Minor,chrome|i18n|mobile|regression,Funnel report ready,1. Add segment Desktop alongside Mobile,Side-by-side comparison view,Functional,promode.dutta,VWO-25.S23,Active
TC-01298,VWO-3034,Verify SmartCode in iframe captures parent URL correctly (Firefox),SmartCode,P2,Minor,mobile|regression,Iframe with snippet,1. Visit parent page,Reports show parent URL not iframe,Functional,neha.khanna,VWO-25.S44,Active
TC-01299,VWO-1113,Verify admin can revoke another user's active session (Safari),Admin,P3,Major,edge|security|ui,Other user logged in,1. Click Revoke Sessions,Their next request returns 401,Security,kavya.iyer,VWO-25.S35,Draft
TC-01300,VWO-2513,Verify Heatmap on 404 URL shows warning and zero data (Edge),Heatmaps,P2,Major,api|billing|i18n|performance|regression,URL returns 404,1. Create Heatmap on 404 URL,Warning: 'Page returned 404' | Zero clicks captured,Negative,neha.khanna,VWO-25.S46,Active
TC-01301,VWO-4676,Verify Device=mobile condition in segment (mobile-web),Segmentation,P2,Minor,api|edge|firefox|mobile|sanity,Segment Draft,1. Add device=mobile || 2. Save,Saved correctly,Functional,dev.ranganathan,VWO-25.S34,Active
TC-01302,VWO-4222,Verify duplicating Split URL test copies redirect rules (tablet),Split URL,P3,Trivial,chrome|regression|smoke,Split URL 6085 exists,1. Open /campaigns/6085 || 2. Duplicate,New campaign carries same redirect rules,Functional,anika.bose,VWO-25.S12,Draft
TC-01303,VWO-4188,Verify mobile preview iframe respects mobile viewport (offline-online),AB Testing,P2,Major,billing|gdpr|mobile,A/B editor open,1. Switch preview to mobile || 2. Choose iPad,Iframe resizes to viewport dims | Touch events emulated,UI,dev.ranganathan,VWO-25.S43,Draft
TC-01304,VWO-3668,Verify drop-off percentages between steps in funnel report (offline-online),Funnels,P1,Major,e2e|edge|integration|regression|security,Funnel ran 7d,1. Open report,Each step shows drop-off % | Sum reaches final conversion,Functional,sara.patel,VWO-25.S36,Active
TC-01305,VWO-2712,Verify renaming A/B campaign updates breadcrumb and URL slug (re-entry),AB Testing,P3,Critical,api|sanity|ui,Campaign 2989 exists,1. Open /campaigns/2989/settings || 2. Edit name to 'Q3 Hero Variant' || 3. Save,Breadcrumb shows new name | Slug updated in URL,Functional,kavya.iyer,VWO-25.S48,Active
TC-01306,VWO-1529,Verify GEO condition (City=Bangalore) in segment (after refresh),Segmentation,P0,Trivial,accessibility|api|firefox|regression|sanity,Segment Draft,1. Add city condition || 2. Save,Saved | Used in audience targeting,Functional,promode.dutta,VWO-25.S42,Active
TC-01307,VWO-4897,Verify permanent delete of A/B campaign requires typed confirmation (clean install),AB Testing,P2,Critical,billing|regression|smoke,Campaign 2158 archived,1. Open /campaigns/2158 || 2. Click Delete Forever || 3. Type campaign name || 4. Click Delete,Campaign removed from list | GET /campaigns/{cid} returns 404,Negative,kavya.iyer,VWO-25.S31,Active
TC-01308,VWO-1279,Verify GET /api/v1/campaigns/{id}/report returns goal stats (after upgrade),API,P2,Minor,api|firefox|regression,Campaign ran 24h,1. GET report,200 with conversions per variation,API,arjun.kapoor,VWO-25.S48,Active
TC-01309,VWO-5876,Verify DELETE /api/v1/campaigns/{id} archives (cold start),API,P2,Minor,api|mobile|safari,Campaign exists,1. DELETE,204 No Content; campaign archived,API,kavya.iyer,VWO-25.S12,Active
TC-01310,VWO-5722,Verify audience targeting on MVT applies before bucketing (warm cache),MVT,P2,Major,accessibility|api|billing|regression,Audience 'Logged-in users' exists,1. Apply audience || 2. Launch,Only logged-in visitors enter MVT,Functional,riya.sharma,VWO-25.S40,Active
TC-01311,VWO-2908,Verify SmartCode test mode bypasses sampling (cookieless),SmartCode,P3,Minor,accessibility|api|billing|regression,Test mode toggled,1. Visit page with QA cookie,Hits always recorded for QA,Functional,promode.dutta,VWO-25.S42,Active
TC-01312,VWO-4581,Verify Bayesian probability shown for campaign #1070 (third-party blocked),Reports,P2,Major,dataloss|gdpr|i18n|regression|ui,Campaign 1070 report ready,1. Open report,P(best) per variation | Confidence label,Functional,promode.dutta,VWO-25.S29,Active
TC-01313,VWO-1864,Verify filtering Heatmap by mobile segment for '/signup' (strict CSP),Heatmaps,P3,Critical,firefox|mobile|regression,Heatmap data ready,1. Apply Segment 'Mobile only',Heatmap reflects only mobile sessions,Functional,harsh.gupta,VWO-25.S42,Active
TC-01314,VWO-2893,Verify scheduling A/B test for future start activates on time (IE-removed),AB Testing,P2,Major,gdpr|integration|performance|regression|security,User has Editor role,1. Create A/B test || 2. Set Schedule > Start at +1h || 3. Save & Schedule,Status = Scheduled until start | Auto-launches at scheduled time,Functional,promode.dutta,VWO-25.S04,Active
TC-01315,VWO-5783,Verify engagement goal triggers at 60s on page (role: Viewer),Goals,P0,Major,api|regression,Campaign Draft,1. Add engagement goal time=60s || 2. Save,Conversion recorded after 60s,Functional,anika.bose,VWO-25.S12,Active
TC-01316,VWO-3662,Verify bookmark on recording moves it to Bookmarked tab (role: Admin),Session Recordings,P1,Major,gdpr|regression,Recording open,1. Click Bookmark,Recording appears under Bookmarked,Functional,dev.ranganathan,VWO-25.S47,Active
TC-01317,VWO-1950,Verify exporting CSAT responses to CSV (role: Editor),Surveys,P2,Critical,firefox|gdpr|regression,CSAT survey has responses,1. Click Export,CSV downloaded with timestamps and answers,Functional,neha.khanna,VWO-25.S47,Active
TC-01318,VWO-1635,Verify form completion rate percentage (EU DC),Forms,P3,Major,api|e2e|i18n|regression,Forms data ready,1. Open report header,Completion % matches manual count,Functional,neha.khanna,VWO-25.S32,Active
TC-01319,VWO-3159,Verify gradual rollout slider 25% to 100% over time (Asia DC),Personalization,P3,Blocker,regression|sanity,Personalize running at 25%,1. Move slider to 100% || 2. Save,100% audience now bucketed,Functional,sara.patel,VWO-25.S21,Active
TC-01320,VWO-4669,Verify QA Mode forces variation via cookie _vwo_qa for Opera (Asia DC),AB Testing,P1,Major,billing|regression,Opera has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,neha.khanna,VWO-25.S03,Active
TC-01321,VWO-1393,Verify regex target matches multiple control URLs in Split URL (smoke),Split URL,P0,Major,regression|safari,Split URL Draft,1. Set target pattern '^/blog/.+' || 2. Add variant rewrite || 3. Save,All blog post URLs split | Other paths unaffected,Functional,harsh.gupta,VWO-25.S48,Active
TC-01322,VWO-1307,Verify confetti view filters clicks by source on '/blog' (regression),Heatmaps,P1,Minor,accessibility|regression,Heatmap data ready,1. Open Confetti || 2. Filter source=email,Each dot color-coded by source,Functional,vikram.singh,VWO-25.S16,Active
TC-01323,VWO-4118,Verify current plan visible on /account/billing (p0),Billing,P2,Minor,billing|firefox|regression,Active subscription,1. Navigate /account/billing,Plan name + renewal date shown,Functional,neha.khanna,VWO-25.S01,Active
TC-01324,VWO-1488,Verify renaming funnel updates breadcrumb and listing (p1),Funnels,P1,Major,sanity|security|ui,Funnel exists,"1. Open settings, rename, save",New name appears in breadcrumb and list,Functional,ishaan.mehta,VWO-25.S39,Archived
TC-01325,VWO-5976,Verify submit rate metric in Forms summary (critical-path),Forms,P2,Minor,mobile|regression|smoke,Forms data ready,1. Open summary,Submit rate displayed,Functional,sara.patel,VWO-25.S50,Active
TC-01326,VWO-4165,Verify field mapping UI for Marketo (edge case),Integrations,P3,Major,e2e|regression,Marketo connected,1. Open mappings || 2. Map vwo_variation -> custom_dim_5 || 3. Save,Mapping saved and applied,Functional,neha.khanna,VWO-25.S41,Active
TC-01327,VWO-2231,Verify MVT campaign creation with 4 sections (boundary),MVT,P1,Major,dataloss|firefox|i18n|performance|regression,User logged in,1. Navigate /campaigns/mvt/new || 2. Add 4 sections with 2 variants each || 3. Save & Launch,MVT live with 16 combinations | Status = Running,Functional,vikram.singh,VWO-25.S06,Active
TC-01328,VWO-1525,Verify missing token returns 401 unauthorized (negative),API,P1,Minor,api|chrome|firefox|regression|smoke,No auth header,1. GET /api/v1/me,401 with error message,Negative,promode.dutta,VWO-25.S13,Active
TC-01329,VWO-5174,Verify editing scroll-depth goal name updates campaign report (positive),Goals,P2,Trivial,regression|smoke|ui,Campaign 8985 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,promode.dutta,VWO-25.S39,Active
TC-01330,VWO-2323,Verify undo/redo within editor restores prior states (retry),Editor,P1,Critical,accessibility|billing|regression|safari|ui,Edits made,"1. Click Undo, Redo","Previous state restored, then redone",Functional,arjun.kapoor,VWO-25.S52,Draft
TC-01331,VWO-1587,Verify cursor pagination on /api/v1/campaigns (low-bandwidth),API,P1,Major,api|dataloss|mobile|security|ui,50+ campaigns,1. GET with after=cursor,Returns next page,API,arjun.kapoor,VWO-25.S52,Active
TC-01332,VWO-2436,Verify pausing running A/B test stops new visitor bucketing (high-load),AB Testing,P2,Major,firefox|integration|regression|smoke,Campaign 8451 status = Running,1. Open /campaigns/8451/overview || 2. Click 'Pause' || 3. Confirm modal,Status = Paused | No new visitors recorded after pause timestamp,Functional,vikram.singh,VWO-25.S46,Archived
TC-01333,VWO-3638,Verify abandonment metric per field in Forms (rtl locale),Forms,P2,Trivial,e2e|regression,Forms data ready,1. Open report,Abandonment % per field,Functional,anika.bose,VWO-25.S13,Active
TC-01334,VWO-5987,Verify offline queue persists events on iOS (en-US),Mobile,P2,Critical,chrome|gdpr|mobile,Device offline,1. Trigger 5 events,Events queued; flushed on reconnect,Functional,vikram.singh,VWO-25.S47,Active
TC-01335,VWO-5959,Verify Edit HTML mode replaces inner HTML safely (en-GB),Editor,P1,Major,edge|gdpr|mobile|regression,Editor loaded,1. Edit HTML of div,Inner HTML replaced | Sanitized,Functional,harsh.gupta,VWO-25.S49,Active
TC-01336,VWO-4104,Verify Validate Installation reports missing snippet (fr-FR),SmartCode,P2,Minor,billing|e2e|performance|regression,Snippet not on site,1. Click Validate,Status = Not Found with troubleshooting tips,Negative,arjun.kapoor,VWO-25.S24,Active
TC-01337,VWO-1652,Verify POST /api/v1/webhooks creates a webhook subscription (de-DE),API,P2,Major,accessibility|api|smoke,Token write scope,1. POST with url + events,201 with id and signing key,API,promode.dutta,VWO-25.S26,Active
TC-01338,VWO-5603,Verify editing variation copy in A/B campaign #1137 (ja-JP),AB Testing,P2,Major,regression,A/B campaign 1137 exists in Draft | User has Editor role,1. Open /campaigns/ab/1137/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,dev.ranganathan,VWO-25.S35,Active
TC-01339,VWO-5254,Verify Heatmap on 404 URL shows warning and zero data (hi-IN),Heatmaps,P0,Critical,api|regression,URL returns 404,1. Create Heatmap on 404 URL,Warning: 'Page returned 404' | Zero clicks captured,Negative,harsh.gupta,VWO-25.S16,Active
TC-01340,VWO-2377,Verify exit-intent trigger on open-text survey (pt-BR),Surveys,P0,Major,e2e|edge|gdpr|mobile|regression,Survey Draft,1. Trigger=Exit Intent || 2. Launch,Survey appears when mouse leaves viewport,Functional,ishaan.mehta,VWO-25.S50,Active
TC-01341,VWO-1308,Verify detaching revenue goal from campaign keeps goal alive (Firefox),Goals,P2,Major,chrome|dataloss|firefox|regression|safari,Goal attached,1. Open goal || 2. Detach,Goal still exists; campaign unlinked,Functional,aditya.rao,VWO-25.S23,Active
TC-01342,VWO-1492,Verify stopping MVT halts data collection (Firefox),MVT,P1,Major,dataloss|mobile|regression|sanity,MVT 3245 running,1. Open /campaigns/3245 || 2. Stop,No new visitors counted | Status = Stopped,Functional,harsh.gupta,VWO-25.S19,Active
TC-01343,VWO-3011,Verify traffic split must total 100% across variations (Safari),AB Testing,P2,Major,api|integration|regression|ui,User in /campaigns/ab/new editor,1. Set Variation A=40% || 2. Set Variation B=40% || 3. Click Save,Validation error 'Splits must equal 100%' | Save blocked,Negative,arjun.kapoor,VWO-25.S39,Active
TC-01344,VWO-1947,Verify A/B test creation with 5 variations on Chrome (Edge),AB Testing,P1,Major,accessibility|i18n|regression,User logged in to app.vwo.com | SmartCode installed on test site,1. Navigate to /campaigns/ab/new || 2. Enter campaign name 'AB Test {0}' || 3. Add 5 variations || 4. Set traffic split to equal || 5. Click 'Save & Launch',A/B test created with 5 variations | Redirect to /campaigns/{id}/overview,Functional,neha.khanna,VWO-25.S29,Active
TC-01345,VWO-3098,Verify filtering report by 'Mobile' segment (mobile-web),Reports,P1,Minor,mobile|sanity,Report ready,1. Apply segment Mobile,Numbers update for mobile only,Functional,kavya.iyer,VWO-25.S24,Active
TC-01346,VWO-2601,Verify Forms report filtered by Country=US segment (tablet),Forms,P3,Minor,i18n|regression,Forms data ready,1. Apply Country=US,Numbers update accordingly,Functional,ishaan.mehta,VWO-25.S44,Active
TC-01347,VWO-2069,Verify deeplink to A/B campaign preview on Android (slow 3G),Mobile,P1,Major,edge|mobile,Deep link config,1. Open vwo://campaign/{id},Campaign preview opens,Functional,aditya.rao,VWO-25.S37,Active
TC-01348,VWO-1122,Verify revenue goal currency switch USD->INR (offline-online),Goals,P1,Critical,accessibility|chrome|regression|smoke,Revenue goal exists,1. Edit goal || 2. Change currency to INR || 3. Save,Goal stored with INR | Reports re-aggregate,Functional,neha.khanna,VWO-25.S29,Active
TC-01349,VWO-4785,Verify deleting Heatmap removes it from list (re-entry),Heatmaps,P2,Critical,regression|safari,Heatmap exists,1. Open settings || 2. Delete,Heatmap removed | Cannot be recovered,Functional,harsh.gupta,VWO-25.S30,Active
